npc,Char_1800,Bodo,Bedford,1179,,true,Eng,true,5.00,1.00,lang_F4,90,0,3.00,5.33,false,false,,,,,,0,false,false,EDR01,,
npc,Char_1813,The Begger,Bellac,1177,,true,Eng,true,8.00,6.00,lang_F1,90,0,5.00,4.33,false,false,,,,,,0,false,false,EPM02,,
npc,Char_1815,Bodo,Bellevile,1163,,true,Eng,true,4.00,2.00,lang_C2,90,0,7.00,2.00,false,false,,,,,,0,false,false,EDU05,,
npc,Char_1816,Guillaume,Bellevile,1164,,true,Eng,true,8.00,5.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,ECU03,,
npc,Char_1817,James,Bellevile,1172,,true,Eng,true,5.00,2.00,lang_C2,90,0,5.00,5.66,false,false,,,,,,0,false,false,EST01,,
npc,Char_1818,Jean,Bellevile,1171,,true,Eng,true,6.00,3.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ELA02,,
npc,Char_1822,Alain,de Belly,1178,,true,Eng,true,7.00,1.00,lang_F1,90,0,8.00,3.66,false,false,,,,,,0,false,false,ECU06,,
npc,Char_1834,John,Bergen-op-Zoom,1178,,true,Eng,true,7.00,2.00,lang_F1,90,0,4.00,3.33,false,false,,,,,,0,false,false,EKE02,,
npc,Char_1837,Tristan,Bergen-op-Zoom,1167,,true,Eng,true,5.00,2.00,lang_C2,90,0,7.00,1.33,false,false,,,,,,0,false,false,EDU02,,
npc,Char_1838,Bodo,de Bergerac,1163,,true,Eng,true,6.00,6.00,lang_C2,90,0,3.00,5.33,false,false,,,,,,0,false,false,EDU02,,
npc,Char_1840,Henry,Bergerac,1167,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,EBK03,,
npc,Char_1841,James,Bergerac,1165,,true,Eng,true,5.00,8.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,ECU06,,
npc,Char_1842,Louis,Bergerac,1165,,true,Eng,true,5.00,1.00,lang_C2,90,0,6.00,7.00,false,false,,,,,,0,false,false,ENO02,,
npc,Char_1845,Tristan,Bergerac,1174,,true,Eng,true,5.00,8.00,lang_C2,90,0,6.00,2.00,false,false,,,,,,0,false,false,ENO02,,
npc,Char_1850,Philippe,Bermyngham,1159,,true,Eng,true,5.00,5.00,lang_C2,90,0,8.00,3.00,false,false,,,,,,0,false,false,ENF01,,
npc,Char_1851,Robert,Bermyngham,1178,,true,Eng,true,8.00,6.00,lang_C2,90,0,2.00,2.00,false,false,,,,,,0,false,false,EYS04,,
npc,Char_1860,Tristan,Besancon,1166,,true,Eng,true,4.00,5.00,lang_C2,90,0,3.00,1.33,false,false,,,,,,0,false,false,ENF03,,
npc,Char_1907,Robert,Bidassoa,1173,,true,Eng,true,7.00,1.00,lang_C2,90,0,3.00,4.33,false,false,,,,,,0,false,false,ENF01,,
npc,Char_1908,Tristan,Bidassoa,1177,,true,Eng,true,6.00,5.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,ESU05,,
npc,Char_1909,William,Bidassoa,1169,,true,Eng,true,4.00,6.00,lang_C2,90,0,5.00,5.33,false,false,,,,,,0,false,false,ENF06,,
npc,Char_1910,Arnaud,Biella,1173,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,6.66,false,false,,,,,,0,false,false,ESY01,,
npc,Char_1911,Charles,Biella,1169,,true,Eng,true,8.00,4.00,lang_C2,90,0,7.00,5.00,false,false,,,,,,0,false,false,EYS08,,
npc,Char_1912,Edmund,Biella,1165,,true,Eng,true,8.00,5.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,ESX04,,
npc,Char_1913,Guy,Biella,1172,,true,Eng,true,5.00,1.00,lang_C2,90,0,7.00,4.66,false,false,,,,,,0,false,false,ESX06,,
npc,Char_1914,Humphrey,Cuccoldo,1169,,true,Eng,true,7.00,1.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,EKE04,,
npc,Char_1915,Louis,Biella,1172,,true,Eng,true,8.00,4.00,lang_C2,90,0,9.00,2.00,false,false,,,,,,0,false,false,ELA02,,
npc,Char_1916,Robert,Biella,1174,,true,Eng,true,6.00,8.00,lang_C2,90,0,3.00,1.00,false,false,,,,,,0,false,false,ESR04,,
npc,Char_1917,Tristan,Biella,1160,,true,Eng,true,5.00,8.00,lang_C2,90,0,1.00,5.00,false,false,,,,,,0,false,false,EEX04,,
npc,Char_1918,Alain,Bigorre,1177,,true,Eng,true,6.00,7.00,lang_G1,90,0,6.00,3.66,false,false,,,,,,0,false,false,EYS10,,
npc,Char_1934,Alain,Blandford,1167,,true,Eng,true,7.00,8.00,lang_C2,90,0,5.00,7.33,false,false,,,,,,0,false,false,EGL06,,
npc,Char_1935,Bernard,Blandford,1173,,true,Eng,true,6.00,3.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ELC07,,
npc,Char_1936,Charles,Blandford,1169,,true,Eng,true,6.00,1.00,lang_C2,90,0,2.00,3.33,false,false,,,,,,0,false,false,ESY04,,
npc,Char_1937,Edmund,Blandford,1162,,true,Eng,true,8.00,1.00,lang_C2,90,0,6.00,4.66,false,false,,,,,,0,false,false,EGL02,,
npc,Char_1943,Bodo,Blaye,1171,,true,Eng,true,7.00,6.00,lang_C2,90,0,1.00,6.00,false,false,,,,,,0,false,false,EGL04,,
npc,Char_1944,Charles,Blaye,1164,,true,Eng,true,8.00,7.00,lang_C2,90,0,4.00,4.66,false,false,,,,,,0,false,false,ESW03,,
npc,Char_1945,Guillaume,Blaye,1160,,true,Eng,true,7.00,8.00,lang_C2,90,0,3.00,3.00,false,false,,,,,,0,false,false,EPM04,,
npc,Char_1947,Jean,Blaye,1161,,true,Eng,true,4.00,1.00,lang_C2,90,0,8.00,2.33,false,false,,,,,,0,false,false,EDT03,,
npc,Char_1948,Louis,de Blaye,1178,,true,Eng,true,4.00,7.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,EAR05,,
npc,Char_1954,Louis,Blois,1178,,true,Eng,true,4.00,3.00,lang_C3,90,0,3.00,5.33,false,false,,,,,,0,false,false,EYS12,,
npc,Char_1957,William,Blois,1160,,true,Eng,true,6.00,5.00,lang_C2,90,0,5.00,3.00,false,false,,,,,,0,false,false,EWK05,,
npc,Char_1958,Alain,Boen,1169,,true,Eng,true,6.00,7.00,lang_C2,90,0,4.00,7.33,false,false,,,,,,0,false,false,EGL04,,
npc,Char_1960,Guillaume,Boen,1160,,true,Eng,true,8.00,6.00,lang_C2,90,0,9.00,2.33,false,false,,,,,,0,false,false,EWK01,,
npc,Char_1961,Guy,Boen,1168,,true,Eng,true,5.00,3.00,lang_C2,90,0,5.00,4.66,false,false,,,,,,0,false,false,ENW05,,
npc,Char_1962,Henry,de Boen,1170,,true,Eng,true,8.00,8.00,lang_C2,90,0,3.00,2.33,false,false,,,,,,0,false,false,EYS06,,
npc,Char_1968,Jean,Boisssy-en-Brie,1159,,true,Eng,true,7.00,4.00,lang_C2,90,0,1.00,2.00,false,false,,,,,,0,false,false,ENH03,,
npc,Char_1972,Guedon,Boisssy-en-Brie,1169,,true,Eng,true,8.00,1.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,EAR03,,
npc,Char_1973,Tristan,Boisssy-en-Brie,1167,,true,Eng,true,5.00,6.00,lang_C2,90,0,4.00,4.33,false,false,,,,,,0,false,false,ENW02,,
npc,Char_1974,Bernard,de Bolton,1166,,true,Eng,true,8.00,4.00,lang_C2,90,0,6.00,2.66,false,false,,,,,,0,false,false,EAR02,,
npc,Char_1975,Guillaume,of Bolton,1169,,true,Eng,true,7.00,8.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,ENW10,,
npc,Char_1976,Guy,Bolton,1162,,true,Eng,true,6.00,2.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,ECG05,,
npc,Char_1978,John,Bolton,1169,,true,Eng,true,6.00,4.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,EDU02,,
npc,Char_1979,Philippe,Bolton,1166,,true,Eng,true,5.00,5.00,lang_C2,90,0,5.00,2.33,false,false,,,,,,0,false,false,EYS14,,
npc,Char_1982,Alain,de Bootle,1169,,true,Eng,true,8.00,8.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,EOX06,,
npc,Char_1985,James,Bootle,1170,,true,Eng,true,6.00,1.00,lang_C2,90,0,2.00,3.66,false,false,,,,,,0,false,false,ESX01,,
npc,Char_1986,John,Bootle,1162,,true,Eng,true,5.00,7.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,EYS17,,
npc,Char_1988,Robert,Bootle,1160,,true,Eng,true,6.00,1.00,lang_C2,90,0,6.00,1.33,false,false,,,,,,0,false,false,EYS12,,
npc,Char_1990,Alain,de Bordeaux,1164,,true,Eng,true,4.00,1.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,ECG04,,
npc,Char_1992,Edward,Bordeaux,1168,,true,Eng,true,8.00,5.00,lang_C2,90,0,7.00,4.00,false,false,,,,,,0,false,false,EWK05,,
npc,Char_1993,Guillaume,Bordeaux,1173,,true,Eng,true,5.00,5.00,lang_C2,90,0,6.00,1.33,false,false,,,,,,0,false,false,EBK01,,
npc,Char_1994,Jean,Bordeaux,1167,,true,Eng,true,7.00,6.00,lang_C2,90,0,8.00,2.66,false,false,,,,,,0,false,false,EWK05,,
npc,Char_2012,Dreux,de Cressonsart,1160,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,7.66,false,false,,,,,,0,false,false,EYS04,,
npc,Char_2013,Pierre,d'Amiens,1164,,true,Eng,true,8.00,9.00,lang_C2,90,0,1.00,6.00,false,false,,,,,,0,false,false,ELC04,,
npc,Char_2015,Stephan,de Turnham,1148,,true,Eng,true,6.00,1.00,lang_C2,90,0,9.00,8.33,false,false,,,,,,0,false,false,ELN01,,
npc,Char_2019,Henry,FitzAilwin,1160,,true,Eng,true,7.00,1.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,ELN01,,
npc,Char_2026,Alberic,de Trois-Fontaines,1171,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,ELN01,,
npc,Char_2028,Wolfram,von Eschenbach,1151,,true,Eng,true,7.00,1.00,lang_C2,90,0,9.00,8.00,false,false,,,,,,0,false,false,EAR01,,
npc,Char_2030,William,Ely,1144,,true,Eng,true,6.00,1.00,lang_C2,90,0,8.00,7.33,false,false,,,,,,0,false,false,ESX03,,
npc,Char_2041,Louis,Bourg,1166,,true,Eng,true,5.00,3.00,lang_C2,90,0,4.00,3.00,false,false,,,,,,0,false,false,ESM01,,
npc,Char_2043,Tomas,Bourg,1178,,true,Eng,true,8.00,1.00,lang_F1,90,0,7.00,3.00,false,false,,,,,,0,false,false,EYS07,,
npc,Char_2061,Tristan,Bourges,1171,,true,Eng,true,7.00,5.00,lang_C2,90,0,5.00,5.33,false,false,,,,,,0,false,false,EAR02,,
npc,Char_2082,Louis,Bradford,1163,,true,Eng,true,7.00,4.00,lang_C2,90,0,8.00,4.33,false,false,,,,,,0,false,false,ELA06,,
npc,Char_2085,William,Bradford,1177,,true,Eng,true,8.00,7.00,lang_C4,90,0,1.00,6.33,false,false,,,,,,0,false,false,EYS13,,
npc,Char_2089,John,Brampton,1177,,true,Eng,true,6.00,6.00,lang_C2,90,0,5.00,5.00,false,false,,,,,,0,false,false,EYS16,,
npc,Char_2091,Robert,Brampton,1169,,true,Eng,true,7.00,1.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,EDV02,,
npc,Char_2093,Tristan,Brampton,1176,,true,Eng,true,5.00,6.00,lang_C2,90,0,1.00,4.33,false,false,,,,,,0,false,false,EDT04,,
npc,Char_2094,Arnaud,de Brecon,1174,,true,Eng,true,7.00,1.00,lang_C2,90,0,7.00,4.66,false,false,,,,,,0,false,false,ESM06,,
npc,Char_2095,Charles,of Brecon,1159,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,4.66,false,false,,,,,,0,false,false,EST01,,
npc,Char_2096,Guillaume,Brecon,1168,,true,Eng,true,6.00,2.00,lang_C2,90,0,7.00,3.66,false,false,,,,,,0,false,false,EAR01,,
npc,Char_2097,Guy,Brecon,1164,,true,Eng,true,5.00,3.00,lang_C2,90,0,7.00,2.00,false,false,,,,,,0,false,false,EST03,,
npc,Char_2098,James,Brecon,1167,,true,Eng,true,6.00,7.00,lang_C6,90,0,1.00,4.00,false,false,,,,,,0,false,false,EMN01,,
npc,Char_2099,Robert,Brecon,1173,,true,Eng,true,5.00,2.00,lang_C2,90,0,8.00,6.00,false,false,,,,,,0,false,false,ENU05,,
npc,Char_2100,Groynyn,Brecon,1176,,true,Eng,true,8.00,3.00,lang_C2,90,0,6.00,2.66,false,false,,,,,,0,false,false,ELN01,,
npc,Char_2101,Tristan,Brecon,1174,,true,Eng,true,6.00,2.00,lang_C2,90,0,3.00,7.00,false,false,,,,,,0,false,false,EWK02,,
npc,Char_2102,Arnaud,Breda,1170,,true,Eng,true,4.00,5.00,lang_C2,90,0,3.00,3.33,false,false,,,,,,0,false,false,EEX05,,
npc,Char_2103,Bernard,Breda,1170,,true,Eng,true,7.00,2.00,lang_C2,90,0,4.00,5.33,false,false,,,,,,0,false,false,EDV01,,
npc,Char_2106,Robert,Breda,1170,,true,Eng,true,7.00,1.00,lang_C2,90,0,3.00,2.00,false,false,,,,,,0,false,false,ECH05,,
npc,Char_2107,Robert,Breda,1178,,true,Eng,true,7.00,7.00,lang_C2,90,0,5.00,5.00,false,false,,,,,,0,false,false,EDU04,,
npc,Char_2108,Thomas,Breda,1161,,true,Eng,true,7.00,4.00,lang_C2,90,0,3.00,2.66,false,false,,,,,,0,false,false,ECU01,,
npc,Char_2110,Arnaud,de Brest,1168,,true,Eng,true,5.00,3.00,lang_C2,90,0,7.00,7.33,false,false,,,,,,0,false,false,ENU04,,
npc,Char_2116,Robert,Brest,1174,,true,Eng,true,5.00,3.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,ECW01,,
npc,Char_2122,Humphrey,Bretueil,1165,,true,Eng,true,6.00,6.00,lang_C2,90,0,5.00,5.33,false,false,,,,,,0,false,false,EEX01,,
npc,Char_2123,John,Bretueil,1166,,true,Eng,true,8.00,1.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,ECU01,,
npc,Char_2128,Edmund,Briancon,1174,,true,Eng,true,5.00,8.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,ESW09,,
npc,Char_2129,Guy,Briancon,1169,,true,Eng,true,5.00,2.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,ESW06,,
npc,Char_2140,Pedro,Brienne,1171,,true,Eng,true,6.00,1.00,lang_C2,90,0,4.00,2.66,false,false,,,,,,0,false,false,ECU04,,
npc,Char_2142,Alain,Brigg,1159,,true,Eng,true,7.00,8.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,ESW05,,
npc,Char_2143,Arnaud,Brigg,1163,,true,Eng,true,8.00,3.00,lang_C2,90,0,4.00,6.33,false,false,,,,,,0,false,false,EDT01,,
npc,Char_2144,Guy,Brigg,1176,,true,Eng,true,5.00,1.00,lang_C2,90,0,6.00,4.33,false,false,,,,,,0,false,false,EYS16,,
npc,Char_2145,John,Brigg,1171,,true,Eng,true,7.00,1.00,lang_C2,90,0,3.00,5.00,false,false,,,,,,0,false,false,EST02,,
npc,Char_2146,Philippe,Brigg,1176,,true,Eng,true,7.00,2.00,lang_C2,90,0,8.00,6.66,false,false,,,,,,0,false,false,ENU03,,
npc,Char_2147,Pipo,Brigg,1164,,true,Eng,true,6.00,6.00,lang_C2,90,0,4.00,5.33,false,false,,,,,,0,false,false,EHE03,,
npc,Char_2168,Guillaume,Bristol,1160,,true,Eng,true,4.00,5.00,lang_C2,90,0,2.00,4.33,false,false,,,,,,0,false,false,ELC02,,
npc,Char_2169,Pablo,Bristol,1178,,true,Eng,true,6.00,8.00,lang_C2,90,0,1.00,1.00,false,false,,,,,,0,false,false,ENU03,,
npc,Char_2170,John,Bristol,1165,,true,Eng,true,6.00,4.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EEX03,,
npc,Char_2171,Louis,Bristol,1173,,true,Eng,true,7.00,2.00,lang_C2,90,0,8.00,5.66,false,false,,,,,,0,false,false,EAR04,,
npc,Char_2172,Felix,Bristol,1171,,true,Eng,true,5.00,2.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,ELA04,,
npc,Char_2173,Robert,Bristol,1171,,true,Eng,true,8.00,6.00,lang_C2,90,0,8.00,2.66,false,false,,,,,,0,false,false,ELA09,,
npc,Char_2182,Bernard,DeMar,1159,,true,Eng,true,5.00,5.00,lang_C2,90,0,7.00,2.66,false,false,,,,,,0,false,false,EPM04,,
npc,Char_2183,Bodo,DeMar,1166,,true,Eng,true,4.00,1.00,lang_C2,90,0,8.00,3.00,false,false,,,,,,0,false,false,ESW07,,
npc,Char_2192,Karl,DeMar,1171,,true,Eng,true,4.00,1.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,ENW06,,
npc,Char_2193,Miko,DeMar,1174,,true,Eng,true,8.00,4.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,ELC03,,
npc,Char_2204,Tilt,DeMar,1171,,true,Eng,true,5.00,2.00,lang_C2,90,0,6.00,4.66,false,false,,,,,,0,false,false,ESR02,,
npc,Char_2219,Guillaume,Brussels,1177,,true,Eng,true,5.00,4.00,lang_G4,90,0,1.00,2.33,false,false,,,,,,0,false,false,EGL06,,
npc,Char_2220,Guy,Brussels,1159,,true,Eng,true,4.00,5.00,lang_C2,90,0,1.00,2.66,false,false,,,,,,0,false,false,ESY05,,
npc,Char_2234,Alain,de Bude,1177,,true,Eng,true,7.00,2.00,lang_F3,90,0,1.00,4.00,false,false,,,,,,0,false,false,ESM05,,
npc,Char_2237,Charles,Bude,1174,,true,Eng,true,7.00,6.00,lang_C2,90,0,5.00,3.33,false,false,,,,,,0,false,false,EBK04,,
npc,Char_2238,Edward,Bude,1171,,true,Eng,true,6.00,4.00,lang_C2,90,0,2.00,4.33,false,false,,,,,,0,false,false,EBK04,,
npc,Char_2239,Guillaume,Bude,1166,,true,Eng,true,8.00,8.00,lang_C2,90,0,7.00,3.33,false,false,,,,,,0,false,false,ESX06,,
npc,Char_2240,James,Bude,1169,,true,Eng,true,6.00,7.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,ESY04,,
npc,Char_2246,James,Burnham-on-Crouch,1177,,true,Eng,true,7.00,1.00,lang_F1,90,0,8.00,6.00,false,false,,,,,,0,false,false,EDV08,,
npc,Char_2251,Carlos,of Burnley,1160,,true,Eng,true,6.00,8.00,lang_C2,90,0,2.00,2.33,false,false,,,,,,0,false,false,EAR01,,
npc,Char_2255,John,Burnley,1178,,true,Eng,true,6.00,1.00,lang_F4,90,0,1.00,5.00,false,false,,,,,,0,false,false,ECU07,,
npc,Char_2257,Pedro,Burnley,1170,,true,Eng,true,8.00,6.00,lang_C2,90,0,1.00,4.00,false,false,,,,,,0,false,false,ECH02,,
npc,Char_2259,Daffyd,of Bury St Edmunds,1174,,true,Eng,true,8.00,8.00,lang_C1,90,0,1.00,5.66,false,false,,,,,,0,false,false,ECU06,,
npc,Char_2261,Henry,Bury St Edmunds,1172,,true,Eng,true,7.00,4.00,lang_C2,90,0,4.00,3.00,false,false,,,,,,0,false,false,ELA02,,
npc,Char_2262,Philippe,Bury St Edmunds,1166,,true,Eng,true,4.00,5.00,lang_C2,90,0,7.00,1.66,false,false,,,,,,0,false,false,ENO04,,
npc,Char_2263,Robert,Bury St Edmunds,1173,,true,Eng,true,8.00,4.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,EDR03,,
npc,Char_2264,Sean,Bury St Edmunds,1159,,true,Eng,true,6.00,5.00,lang_C2,90,0,8.00,3.66,false,false,,,,,,0,false,false,EDR03,,
npc,Char_2265,William,Bury St Edmunds,1165,,true,Eng,true,8.00,4.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EAR04,,
npc,Char_2266,Bernard,di Busca,1168,,true,Eng,true,6.00,6.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EDT02,,
npc,Char_2285,Philippe,Caen,1170,,true,Eng,true,7.00,1.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,EYS10,,
npc,Char_2286,Robert,Caen,1164,,true,Eng,true,4.00,6.00,lang_C2,90,0,6.00,5.00,false,false,,,,,,0,false,false,ELA02,,
npc,Char_2307,Guedon,Calabria,1159,,true,Eng,true,7.00,7.00,lang_C2,90,0,5.00,1.00,false,false,,,,,,0,false,false,ENU02,,
npc,Char_2310,Carlos,Calabria,1169,,true,Eng,true,7.00,1.00,lang_C2,90,0,8.00,7.00,false,false,,,,,,0,false,false,ESR04,,
npc,Char_2312,Irad,Calabria,1175,,true,Eng,true,8.00,1.00,lang_C2,90,0,1.00,5.66,false,false,,,,,,0,false,false,ECH01,,
npc,Char_2315,James,Calabria,1173,,true,Eng,true,8.00,8.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,EBK02,,
npc,Char_2320,Mortimer,Calabria,1161,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,5.00,false,false,,,,,,0,false,false,EKE03,,
npc,Char_2330,Guillaume,Calais,1170,,true,Eng,true,6.00,6.00,lang_C2,90,0,5.00,5.00,false,false,,,,,,0,false,false,ESR01,,
npc,Char_2347,Guillaume,Cambridge,1178,,true,Eng,true,7.00,1.00,lang_F1,90,0,1.00,2.66,false,false,,,,,,0,false,false,EYS09,,
npc,Char_2358,Louis,Canavese,1177,,true,Eng,true,5.00,8.00,lang_C3,90,0,4.00,7.00,false,false,,,,,,0,false,false,EGL04,,
npc,Char_2373,Louis,Cap,1178,,true,Eng,true,7.00,5.00,lang_F1,90,0,1.00,5.00,false,false,,,,,,0,false,false,EYS19,,
npc,Char_2377,Arnaud,Captieux,1164,,true,Eng,true,7.00,7.00,lang_C2,90,0,7.00,4.66,false,false,,,,,,0,false,false,ESU04,,
npc,Char_2378,Bernard,Captieux,1165,,true,Eng,true,6.00,2.00,lang_C2,90,0,8.00,6.33,false,false,,,,,,0,false,false,ECU05,,
npc,Char_2379,Bodo,Captieux,1174,,true,Eng,true,8.00,4.00,lang_C2,90,0,1.00,1.66,false,false,,,,,,0,false,false,ECG05,,
npc,Char_2380,Guillaume,Captieux,1160,,true,Eng,true,5.00,3.00,lang_C2,90,0,5.00,5.00,false,false,,,,,,0,false,false,ESU05,,
npc,Char_2381,Irad,Captieux,1177,,true,Eng,true,8.00,1.00,lang_C2,90,0,2.00,5.33,false,false,,,,,,0,false,false,EDU02,,
npc,Char_2382,Louis,Captieux,1173,,true,Eng,true,8.00,1.00,lang_C2,90,0,1.00,3.33,false,false,,,,,,0,false,false,ESX02,,
npc,Char_2384,Guedon,Captieux,1159,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,3.66,false,false,,,,,,0,false,false,ESM01,,
npc,Char_2385,Bernard,Carbonne,1176,,true,Eng,true,4.00,2.00,lang_C2,90,0,8.00,6.33,false,false,,,,,,0,false,false,EYS19,,
npc,Char_2387,Charles,Carbonne,1163,,true,Eng,true,7.00,5.00,lang_C2,90,0,2.00,7.00,false,false,,,,,,0,false,false,EKE04,,
npc,Char_2392,Tristan,Carbonne,1178,,true,Eng,true,7.00,6.00,lang_F1,90,0,2.00,2.33,false,false,,,,,,0,false,false,ENO04,,
npc,Char_2404,Edmund,Cardiff,1172,,true,Eng,true,6.00,4.00,lang_C2,90,0,4.00,5.66,false,false,,,,,,0,false,false,ESX02,,
npc,Char_2405,Pedro,Cardiff,1168,,true,Eng,true,6.00,8.00,lang_C2,90,0,5.00,4.33,false,false,,,,,,0,false,false,ENF02,,
npc,Char_2406,Robert,Cardiff,1172,,true,Eng,true,5.00,3.00,lang_C2,90,0,6.00,4.66,false,false,,,,,,0,false,false,ECG01,,
npc,Char_2407,Sean,Cardiff,1169,,true,Eng,true,4.00,8.00,lang_C2,90,0,7.00,2.33,false,false,,,,,,0,false,false,ELN01,,
npc,Char_2413,Francis,Cardigan,1159,,true,Eng,true,7.00,1.00,lang_C2,90,0,5.00,1.66,false,false,,,,,,0,false,false,EWK01,,
npc,Char_2414,Karl,Cardigan,1171,,true,Eng,true,8.00,3.00,lang_C2,90,0,7.00,6.00,false,false,,,,,,0,false,false,EGL04,,
npc,Char_2415,Robert,Cardigan,1165,,true,Eng,true,4.00,3.00,lang_C2,90,0,8.00,3.00,false,false,,,,,,0,false,false,EPM04,,
npc,Char_2417,Alain,Carentan,1163,,true,Eng,true,4.00,1.00,lang_C2,90,0,8.00,4.66,false,false,,,,,,0,false,false,ESU04,,
npc,Char_2418,Bodo,Carentan,1165,,true,Eng,true,7.00,7.00,lang_C2,90,0,1.00,5.33,false,false,,,,,,0,false,false,ENU03,,
npc,Char_2427,Carlos,Carhaix,1173,,true,Eng,true,8.00,3.00,lang_C2,90,0,1.00,4.66,false,false,,,,,,0,false,false,ESU05,,
npc,Char_2430,Pedro,Carhaix,1162,,true,Eng,true,6.00,1.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,ELC06,,
npc,Char_2431,Roger,Carhaix,1165,,true,Eng,true,4.00,1.00,lang_C2,90,0,3.00,4.00,false,false,,,,,,0,false,false,EGL05,,
npc,Char_2432,Sean,Carhaix,1172,,true,Eng,true,7.00,6.00,lang_C2,90,0,3.00,5.00,false,false,,,,,,0,false,false,ELA04,,
npc,Char_2437,Philippe,Carlisle,1177,,true,Eng,true,7.00,4.00,lang_F2,90,0,8.00,3.66,false,false,,,,,,0,false,false,ENU04,,
npc,Char_2438,Robert,Carlisle,1167,,true,Eng,true,8.00,7.00,lang_C2,90,0,5.00,4.00,false,false,,,,,,0,false,false,ESR02,,
npc,Char_2442,Guy,Carmagnola,1170,,true,Eng,true,7.00,7.00,lang_C2,90,0,8.00,5.00,false,false,,,,,,0,false,false,ENH02,,
npc,Char_2443,Karl,Carmagnola,1171,,true,Eng,true,8.00,4.00,lang_C2,90,0,4.00,3.66,false,false,,,,,,0,false,false,ELC05,,
npc,Char_2444,Odo,Carmagnola,1174,,true,Eng,true,6.00,8.00,lang_C2,90,0,1.00,3.66,false,false,,,,,,0,false,false,ELC05,,
npc,Char_2445,Peter,Carmagnola,1162,,true,Eng,true,8.00,4.00,lang_C2,90,0,4.00,4.66,false,false,,,,,,0,false,false,ELA05,,
npc,Char_2446,Roger,Carmagnola,1170,,true,Eng,true,5.00,1.00,lang_C2,90,0,8.00,4.00,false,false,,,,,,0,false,false,EYS13,,
npc,Char_2447,Tristan,Carmagnola,1176,,true,Eng,true,4.00,2.00,lang_C2,90,0,1.00,3.00,false,false,,,,,,0,false,false,EDT01,,
npc,Char_2448,William,Carmagnola,1166,,true,Eng,true,5.00,4.00,lang_C2,90,0,2.00,2.33,false,false,,,,,,0,false,false,EDU01,,
npc,Char_2449,Bernard,Carmaque,1176,,true,Eng,true,6.00,7.00,lang_C2,90,0,2.00,5.00,false,false,,,,,,0,false,false,EDU03,,
npc,Char_2452,Charles,Carmaque,1171,,true,Eng,true,6.00,1.00,lang_C2,90,0,7.00,5.33,false,false,,,,,,0,false,false,ESM01,,
npc,Char_2455,Pedro,Carmaque,1165,,true,Eng,true,6.00,7.00,lang_C2,90,0,1.00,1.66,false,false,,,,,,0,false,false,EDV06,,
